event_id,domain,event_type,stage,outcome,decision_driver,evidence_snippet,confidence_original,confidence_boosted,primary_entity_count,context_entity_count,entities_primary,entities_context,entities_all,domain_id,domain_name,overlay_id,paper_id,created_at
d050e9048947fb84,methods_tooling,regulatory_risk,unknown,unknown,,"As climate change increases exposure to ex- Following regulatory guidelines and standards may treme weather events, contracting parties may be not be sufficient to meet legal claims.",low,low,0,0,,,,,All Domains,,d0bda7826ee19f0a,2026-01-29T18:57:33Z
99b8945c66d3df38,methods_tooling,regulatory_risk,unknown,improved,,"would have to be made to ensure the disaster and Based on these risk assessments, the robustness climate resilience of individual buildings as well as of the structure can be increased, and redundancies that of entire infrastructure systems.",low,low,0,0,,,,,All Domains,,d0bda7826ee19f0a,2026-01-29T18:57:32Z
b3527359a2aaf554,methods_tooling,manufacturing_constraint,unknown,unknown,,"use and value of traditional knowledge o Make climate vulnerability assess- in climate action, as well as those who ment part of the WH site nomination and are committed to promoting the reuse inscription process.",low,low,0,0,,,,,All Domains,,d0bda7826ee19f0a,2026-01-29T18:57:32Z
e90c90c37861f643,methods_tooling,decision_point,unknown,unknown,,"For example, heritage buildings often play an important role in the tourism The Paris Agreement notes that adaptation industry of a region, and their degradation would should be guided by not only the best avail- subsequently have several consequences including able science but also by appropriate tradition- the loss of a primary source of income for many.",low,low,0,0,,,,,All Domains,,d0bda7826ee19f0a,2026-01-29T18:57:32Z
ed1cf77bacd22423,methods_tooling,regulatory_risk,unknown,unknown,,"Thus, enhancing the resilience of a building alone is not sufficient, Apart from adopting risk-sensitive land-use planning, and buildings must be viewed as part of a network it is also critical to conduct disaster risk assessments or system that supports human activities, with the of the building structures and other assets that consti- supporting infrastructure together forming the built tute the infrastructure system.",low,low,0,0,,,,,All Domains,,d0bda7826ee19f0a,2026-01-29T18:57:32Z
4e38bd8b2a63547b,methods_tooling,manufacturing_constraint,unknown,unknown,,"Many building materials ation, wind, and precipitation patterns — can cause also require time to dry out after construction, and paint staining, movements in building structures, higher humidity extends the process, although this cracks in concrete, and corrosion to building ma- may be compensated with the use of additives in terials.",low,low,0,0,,,,,All Domains,,d0bda7826ee19f0a,2026-01-29T18:57:31Z
caccccbf019112b6,methods_tooling,stability_issue,unknown,unknown,,Humidity can cause degraded air quality impact.,low,low,0,0,,,,,All Domains,,d0bda7826ee19f0a,2026-01-29T18:57:31Z
0cb80b2680a47929,methods_tooling,efficacy_result,unknown,successful,,"Buildings & Climate Change adaptation : a call for action B) GrEEN FEATUrEs: rEVEGETATION In terms of greening the city at ground level, below revegetation refers to the voluntary process of re- are a few key elements of the cooling potential of planting and reconstructing ground surfaces in areas Nature-Based solutions: that have been disturbed by human activity.",low,low,0,0,,,,,All Domains,,d0bda7826ee19f0a,2026-01-29T18:57:30Z
13db642e75e1645a,methods_tooling,manufacturing_constraint,unknown,unknown,,energy consumed in the process.,low,low,0,0,,,,,All Domains,,d0bda7826ee19f0a,2026-01-29T18:57:30Z
2eb74488488ca1a3,methods_tooling,decision_point,unknown,unknown,,is subsequently captured by the soil and leaves.,low,low,0,0,,,,,All Domains,,d0bda7826ee19f0a,2026-01-29T18:57:30Z
3ef2447adfacbbe4,methods_tooling,manufacturing_constraint,in_vivo,unknown,,Evapo- • The combination of different types of vegetation transpiration is a part of photosynthesis and refers can enable action to be taken on the same adap- to the process by which plants lose water through tation objective or to mitigate different types of evaporation and perspiration.,low,low,0,0,,,,,All Domains,,d0bda7826ee19f0a,2026-01-29T18:57:30Z
59551ccaae2cabb2,methods_tooling,regulatory_risk,unknown,successful,,"Buildings & Climate Change adaptation : a call for action CLIMATE VULNERABILITY • Transition climate risks are related to the potential changes in the regulatory environ- Propensity or predisposition to be adversely af- ment and public policies landscape affected by fected by climate change and to suffer damages technology, and other market forces.",low,low,0,0,,,,,All Domains,,d0bda7826ee19f0a,2026-01-29T18:57:30Z
9e6716a7ba9e7649,methods_tooling,regulatory_risk,unknown,unknown,,"High thermal performance of the envelope includes wall and roof high insulation, exceeding regulatory re- quirements, high performance glazing, sunlight protection from internal external shading and cool surface coating with high albedo and heat reflectance capacity.",low,low,0,0,,,,,All Domains,,d0bda7826ee19f0a,2026-01-29T18:57:30Z
a8c2a77bf521e1ee,methods_tooling,manufacturing_constraint,in_vivo,unknown,,processes: evapotranspiration and shading.,low,low,0,0,,,,,All Domains,,d0bda7826ee19f0a,2026-01-29T18:57:30Z
df6e401aa099f8ba,methods_tooling,regulatory_risk,in_vivo,successful,,"rapid and massive artificialization of soils destroys local biodiversity and prevents natural cy- In all regions concerned the stakes for cities are cles, such as water or carbon cycle, from performing particularly high, as they potentially concentrate their regulatory functions.",low,low,0,0,,,,,All Domains,,d0bda7826ee19f0a,2026-01-29T18:57:30Z
349e44565859cb98,methods_tooling,manufacturing_constraint,unknown,unknown,,"mechanism managed by the World Bank • Technical Examination Process on Ad- that supports risk management projects aptation (TEP-A) identifies concrete op- aimed at reducing vulnerability to natural portunities for strengthening resilience, hazards and climate change.",low,low,0,0,,,,,All Domains,,d0bda7826ee19f0a,2026-01-29T18:57:29Z
57818ce9b75c6205,methods_tooling,manufacturing_constraint,unknown,unknown,,Climate change makes some aspects of weather forecasting The process of adjustment to an actual or more difficult as some patterns have never expected climate and its effects.,low,low,0,0,,,,,All Domains,,d0bda7826ee19f0a,2026-01-29T18:57:29Z
